,0,1
771,For the treatment of postoperative inflammation following ocular surgery and in the treatment of anterior uveitis.,H
772,For the short-term treatment of insomnia.,N
773,"For therapeutic neurolysis of nerves or ganglia for the relief of intractable chronic pain in such conditions as inoperable cancer and trigeminal neuralgia (tic douloureux), in patients for whom neurosurgical procedures are contraindicated.",D
774,For use during the induction and maintenance of general anesthesia.,N
775,"For use, in combination with other antiretroviral agents, in the treatment of HIV-1 infection in adults.",J
776,Used to dilate air passages in the lungs that have become narrowed as a result of disease or inflammation. It is used in the treatment of asthma and chronic obstructive pulmonary disease (COPD).,R
777,Used for the symptomatic relief of hypersensitivity reactions and particularly for the control of pruritic skin disorders,R
778,"For the treatment of high blood pressure and edema caused by diseases like congestive heart failure, liver failure, and kidney failure.",C
779,"For the prevention of nausea and vomiting associated with emetogenic cancer chemotherapy, postoperation, and radiation. Also used for the treatment of postoperative nausea and vomiting.",A
780,For the reduction of elevated intraocular pressure in patients with open angle glaucoma or ocular hypertension who are intolerant of other intraocular pressure lowering medications or insufficiently responsive (failed to achieve target IOP determined after multiple measurements over time) to another intraocular pressure lowering medication.,S
781,For the treatment of partial seizures,N
782,"For the introduction of local (topical) anesthesia of accessible mucous membranes of the oral, laryngeal and nasal cavities.",N
783,For the treatment of ventricular pre-excitation and cardiac dysrhythmias,C
784,For use as adjunctive treatment of partial seizures in adults with epilepsy.,N
785,For treatment of secondary hyperparathyroidism associated with chronic kidney disease (CKD) Stage 3 and 4,H
786,For the treatment of trichomoniasis caused by <i>T. vaginalis</i> in both female and male patients. Also for the treatment of giardiasis caused by <i>G. duodenalis</i> in both adults and pediatric patients older than three years of age and for the treatment of intestinal amebiasis and amebic liver abscess caused by <i>E. histolytica</i> in both adults and pediatric patients older than three years of age.,J
787,As an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus. ,A
788,For treatment and management of pain (systemic) and for use as an anesthesia adjunct.,N
789,For the reatment of type II diabetes mellitus.,A
790,"For the chemoprophylaxis, prophylaxis, and treatment of signs and symptoms of infection caused by various strains of influenza A virus. Also for the treatment of parkinsonism and drug-induced extrapyramidal reactions.",N
791,"For the treatment of anaerobic infections and mixed infections, surgical prophylaxis requiring anaerobic coverage, Clostridium difficile-associated diarrhea and colitis, Helicobacter pylori infection and duodenal ulcer disease, bacterial vaginosis, Giardia lamblia gastro-enteritis, amebiasis caused by Entamoeba histolytica, acne rosacea (topical treatment), and Trichomonas infections.",A
792,"For the termination of pregnancy during the second trimester (from the 12th through the 20th gestational week as calculated from the first day of the last normal menstrual period), as well as for evacuation of the uterine contents in the management of missed abortion or intrauterine fetal death up to 28 weeks of gestational age as calculated from the first day of the last normal menstrual period. Also used in the management of nonmetastatic gestational trophoblastic disease (benign hydatidiform mole). Other indications include improving the cervical inducibility (cervical ""ripening"") in pregnant women at or near term with a medical or obstetrical need for labor induction, and the management of postpartum hemorrhage.",G
793,For the treatment of acute migraine headache in adults,N
794,For use in the treatment of acute gonorrheal urethritis and proctitis in the male and acute gonorrheal cervicitis and proctitis in the female when due to susceptible strains of <i>Neisseria gonorrhoeae</i>.,J
795,Indicated as an add-on or prophylactic oral medication in the chronic treatment of mild atopic asthmatic children. Also used as self-medication for the temporary relief of itching of the eye due to allergic conjunctivitis (ophthalmic).,R
796,"For the treatment of moderate to severe pain, peri-operative analgesia, and opioid dependence.",N
797,For short term treatment of acutely decompensated severe chronic heart failure (CHF). Also being investigated for use/treatment in heart disease.,C
798,For the treatment of infections caused by susceptible organisms.,J
799,"For use as an adjunct to rest and physical therapy for relief of muscle spasm associated with acute, painful musculoskeletal conditions.",M
800,"For the treatment of phaeochromocytoma (malignant), benign prostatic hypertrophy and malignant essential hypertension.",C
801,For the treatment of severe psoriasis in adults.,D
802,For the treatment of peptic ulcer disease (PUD) and gastroesophageal reflux disease (GERD).,A
803,"Indicated for the treatment of ulceration (duodenal, gastric and NSAID induced) and prophylaxis for NSAID induced ulceration.
Misoprostol is also indicated for other uses that are not approved in Canada, including the medical termination of an intrauterine pregnancy used alone or in combination with methotrexate,as well as the induction of labour in a selected population of pregnant women with unfavourable cervices. This indication is avoided in women with prior uterine surgery or cesarean surgery due to an increased risk of possible uterine rupture. Misoprostol is also used for the prevention or treatment of serious postpartum hemorrhage.",A
804,"For use, alone or in combination with an HMG-CoA reductase inhibitor, as adjunctive therapy to diet and exercise for the reduction of elevated LDL cholesterol in patients with primary hypercholesterolemia (Fredrickson Type IIa).",C
805,For the treatment of acute bacterial exacerbations of chronic bronchitis,J
806,"For combination antiretroviral treatment of HIV-1 infected adult patients with evidence of viral replication, who are highly treatment-experienced or have HIV-1 strains resistant to multiple protease inhibitors.",J
807,"Used in the treatment of schizophrenia, organic brain disorders, alcoholism and psychoneuroses.",N
808,"For treatment of depression, including the depressed phase of bipolar depression, psychotic depression, and involutional melancholia, and may also be helpful in treating certain patients suffering severe depressive neurosis.",N
809,For treatment of nasal congestion and redness associated with minor irritations of the eye,R
810,"Key additive in many skin-care products for the treatment of acne, psoriasis, callouses, corns, keratosis pilaris and warts.",D
811,Used in the management of exogenous obesity as a short-term adjunct (a few weeks) in a regimen of weight reduction based on caloric restriction.,A
812,For the treatment of asthma and chronic obstructive pulmonary disease (COPD).,R
813,"For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.",M
814,"For the treatment of peptic ulcer disease, irritable bowel syndrome, pancreatitis, gastritis, biliary dyskinesia, pylorosplasm, and reflex neurogenic bladder in children.",A
815,For the treatment of Human immunovirus (HIV) infections in conjunction with other antivirals.,J
816,For the topical treatment of chronic open-angle glaucoma.,S
817,"For use in the temporary relief of various forms of pain, inflammation associated with various conditions (including rheumatoid arthritis, juvenile rheumatoid arthritis, systemic lupus erythematosus, osteoarthritis, and ankylosing spondylitis), and is also used to reduce the risk of death and/or nonfatal myocardial infarction in patients with a previous infarction or unstable angina pectoris.",A
818,"Used for the prevention and treatment of thromboembolic disease including venous thrombosis, thromboembolism, and pulmonary embolism as well as for the prevention of ischemic stroke in patients with atrial fibrillation (AF).",B
819,For the treatment of hormone receptor positive metastatic breast cancer in postmenopausal women with disease progression following anti-estrogen therapy.,L
820,"Used to treat serious gram&ndash;negative infections of the lungs, urinary tract, and skin.",J
821,For use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.,N
822,For management of Seasonal allergic rhinitis,R
823,For the treatment of all forms of tuberculosis in which organisms are susceptible.,J
824,For the acute treatment of migraine attacks with or without aura in adults.,N
825,For treatment of acute migraine attacks with or without aura.,N
826,"For the treatment of the following mild-to-moderate infections caused by susceptible strains of microorganisms: acute bacterial exacerbations of chronic bronchitis, secondary bacterial infection of acute bronchitis, community-acquired pneumonia, pharyngitis/tonsilitis, and uncomplicated skin and skin structure infections.",J
827,"For the treatment of bacteremia, septicaemia, respiratory tract infections, skin and soft-tissue infection, burns, wounds, and peri-operative infections caused by susceptible strains.",J
828,"For relief of moderate to moderately severe pain. Also used for the symptomatic relief of nonproductive cough, alone or in combination with other antitussives or expectorants.",R
829,For the prevention of pregnancy,G
830,"For the initial treatment of advanced ovarian carcinoma in established combination with other approved chemotherapeutic agents. One established combination regimen consists of PARAPLATIN and cyclophosphamide. It is also indicated for the palliative treatment of patients with ovarian carcinoma recurrent after prior chemotherapy, including patients who have been previously treated with cisplatin. ",L
831,"For the management of hypertension, edema, ventricular tachycardias, and atrial fibrillation.",C
832,"For production of local or regional analgesia and anesthesia by local infiltration, peripheral nerve block techniques, and central neural techniques including epidural and caudal blocks.",N
833,For the treatment of short-term treatment of insomnia in adults.,N
834,"Used alone or in combination with other classes of antihypertensives for the treatment of hypertension. Also used in the treatment of diabetic nephropathy in hypertensive patients with type 2 diabetes mellitus, as well as the treatment of congestive heart failure (only in patients who cannot tolerate ACE inhibitors).",C
835,For use in the treatment of hypertension.,C
836,Only for the treatment of symptoms of severe diarrhea-predominant irritable bowel syndrome (IBS) in women with chronic symptoms (generally lasting greater than 6 months) who does not present with anatomic or biochemical GI abnormalities and have not responded to conventional therapy.,A
837,"For the treatment of Wilms' tumor, childhood rhabdomyosarcoma, Ewing's sarcoma and metastatic, nonseminomatous testicular cancer as part of a combination chemotherapy and/or multi-modality treatment regimen",L
838,"For treatment of tinea versicolor, tinea capitis, dandruff and seborrheic dermatitis of the scalp.",D
839,"For the symptomatic treatment of seasonal allergic rhinitis and non-allergic rhinitis, as well as symptomatic relief of ocular itching associated with allergic conjunctivitis.",R
840,"For use as adjunctive therapy to diet for the reduction of elevated total-C, LDL-C, and Apo B in patients with primary (heterozygous familial and non-familial) hypercholesterolemia.",C
841,"For the reduction of blood levels and depot stores of lead in lead poisoning (acute and chronic) and lead encephalopathy, in both pediatric populations and adults.",V
842,For as an adjunct to coumarin anticoagulants in the prevention of postoperative thromboembolic complications of cardiac valve replacement and also used in prevention of angina.,B
843,"For the treatment of <i>Pneumococcal</i> infection, acute sinusitis, acute bacterial tonsillitis, acute bronchitis and bronchiolitis, lower respiratory tract infection and lobar (pneumococcal) pneumonia.",J
844,"For the treatment of bacterial infections of the respiratory tract (chronic bronchitis) and urinary tract, and as a pre-operative prophylactic to prevent urinary tract infection caused by: <i>S.pneumoniae</i>, <i>H.influenzae</i>, <i>S.aureus</i>, <i>P.aeruginosa</i>, <i>E. cloacae</i>, <i>P. mirabilis</i>, <i>C. civersus</i>, <i>S. asprphyticus</i>, <i>E.coli</i>, and <i>K.pneumoniae</i>.",J
845,Used mainly to produce mydriasis and cycloplegia for diagnostic purposes.,S
846,"For the treatment of glaucoma, and in the treatment of severe anticholinergic toxicity.",S
847,"For use as long-term maintenance treatment of asthma in patients 6 years of age and older with reversible obstructive airways disease, including patients with symptoms of nocturnal asthma, who are using optimal corticosteroid treatment and experiencing regular or frequent breakthrough symptoms requiring use of a short-acting bronchodilator. Not indicated for asthma that can be successfully managed with occasional use of an inhaled, short-acting beta2-adrenergic agonist. Also used for the prevention of exercise-induced bronchospasm, as well as long-term treatment of bronchospasm associated with COPD.",R
848,"For the treatment of refractory deficient red cell production anemias, breast carcinoma, hereditary angioedema, antithrombin III deficiency, fibrinogen excess, growth failure and Turner's syndrome. It is also indicated in the prophylaxis of hereditary angioedema.",A
849,"Used for treating vertigo, motion sickness, and nausea associated with pregnancy.",R
850,"For use as a preoperative antimuscarinic to reduce salivary, tracheobronchial, and pharyngeal secretions, to reduce the volume and free acidity of gastric secretions and to block cardiac vagal inhibitory reflexes during induction of anesthesia and intubation.",A
851,"For the treatment of acute non-lymphocytic leukemia, acute lymphocytic leukemia and blast phase of chronic myelocytic leukemia.",L
852,"For the correction of hemodynamic imbalances present in the shock syndrome due to myocardial infarction, trauma, endotoxic septicemia, open-heart surgery, renal failure, and chronic cardiac decompensation as in congestive failure",C
853,For the treatment of mild to moderate dementia associated with Parkinson's disease or of the Alzheimer's type.,N
854,For the treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.,L
855,"Used to relieve the inflammation, swelling, stiffness, and joint pain associated with rheumatoid arthritis and osteoarthritis.",M
856,"For topical use, in combination with 570 to 670 nm wavelength red light illumination, in the treatment of non-hyperkeratotic actinic keratoses of the face and scalp in immunocompetent patients when used in conjunction with lesion preparation (debridement using a sharp dermal curette).",L
857,"For use in rheumatoid arthritis, preventing renal transplant rejection, Crohn's disease, and colitis.",L
858,"Topical uses include treatment for superficial eye infections caused by susceptible bacteria (used in combination with other antiinfectives), treatment of otitis externa caused by susceptible bacteria, treatment or prevention of bacterial infections in skin lesions, and use as a continuous short-term irrigant or rinse to prevent bacteriuria and gram negative rod bacteremia in abacteriuric patients with indwelling catheters. May be used orally to treat hepatic encephalopathy, as a perioperative prophylactic agent, and as an adjunct to fluid and electrolyte replacement in the treatment of diarrhea caused to enteropathogenic E. coli (EPEC). ",A
859,"Used in the treatment of active, progressive or destructive forms of inflammatory arthritis, such as adult rheumatoid arthritis.",M
860,For the management of postherpetic neuralgia in adults and as adjunctive therapy in the treatment of partial seizures with and without secondary generalization in patients over 12 years of age with epilepsy.,N
861,"Doxorubicin is used to produce regression in disseminated neoplastic conditions like acute lymphoblastic leukemia, acute myeloblastic leukemia, Wilms¡¯ tumor, neuroblastoma, soft tissue and bone sarcomas, breast carcinoma, ovarian carcinoma, transitional cell bladder carcinoma, thyroid carcinoma, gastric carcinoma, Hodgkin¡¯s disease, malignant lymphoma and bronchogenic carcinoma in which the small cell histologic type is the most responsive compared to other cell types. Doxorubicin is also indicated for use as a component of adjuvant therapy in women with evidence of axillary lymph node involvement following resection of primary breast cancer.",L
862,For the acute treatment of migraine attacks with or without aura in adults.,N
